peraturan1,peraturan2,sumber1,sumber2,similaritas
"Program Pengelolaan Subsidi dalam Tahun Anggaran 2015
direncanakan sebesar Rp414.680.552.641.000,00 (empat
ratus empat belas triliun enam ratus delapan puluh miliar
lima ratus lima puluh dua juta enam ratus empat puluh
satu ribu rupiah).","Program Pengelolaan Subsidi dalam Tahun Anggaran 2015
sebesar Rp414.680.552.641.000,00 (empat
ratus empat belas triliun enam ratus delapan puluh miliar
lima ratus lima puluh dua juta enam ratus empat puluh
satu ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Program Pengelolaan Subsidi dalam Tahun Anggaran 2015
direncanakan sebesar Rp414.680.552.641.000,00 (empat
ratus empat belas triliun enam ratus delapan puluh miliar
lima ratus lima puluh dua juta enam ratus empat puluh
satu ribu rupiah).","Penjualan saham sebagaimana dimaksud dalam Pasal 25 ayat (1) huruf a, 
dapat dilakukan apabila: 
a. harga saham naik secara signifikan dan/atau menguntungkan untuk 
dilakukan divestasi; 
b. terdapat investasi lain yang diproyeksikan lebih menguntungkan; atau 
c. terjadi penurunan harga saham secara signifikan. ",uu-27-2014-2.pdf,permen-52-2012-5.pdf,netral
"Program Pengelolaan Subsidi dalam Tahun Anggaran 2015
direncanakan sebesar Rp414.680.552.641.000,00 (empat
ratus empat belas triliun enam ratus delapan puluh miliar
lima ratus lima puluh dua juta enam ratus empat puluh
satu ribu rupiah).","Program Pengelolaan Subsidi dalam Tahun Anggaran 2015
direncanakan sebesar Rp410.680.552.641.000,00 (empat
ratus sepuluh triliun enam ratus delapan puluh miliar
lima ratus lima puluh dua juta enam ratus empat puluh
satu ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Anggaran untuk Program Pengelolaan Subsidi sebagaimana
dimaksud pada ayat (1) digunakan secara tepat sasaran.","Anggaran untuk Program Pengelolaan Subsidi sebagaimana
dimaksud pada ayat (1) digunakan secara tepat.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Anggaran untuk Program Pengelolaan Subsidi sebagaimana
dimaksud pada ayat (1) digunakan secara tepat sasaran.","Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 100, Asisten Deputi 2/II menyelenggarakan
fungsi:
penyiapan rancangan rumusan kebijakan ekonomi Lingkungan di bidang sistem pendanaan lingkungan
dan neraca Lingkungan;
penyiapan rancangan rumusan sasaran ekonomi Lingkungan di bidang sistem pendanaan Lingkungan
dan neraca lingkungan;
penyiapan koordinasi pelaksanaan program ekonomi lingkungan di bidang sistem pendanaan Lingkungan
dan neraca lingkungan;
penyiapan pengendalian pelaksanaan kebijakan ekonomi lingkungan di bidang sistem pendanaan
lingkungan dan neraca lingkungan;
penyiapan penyampaian evaluasi dan pelaporan pelaksanaan kebijakan ekonomi Lingkungan di bidang
sistem pendanaan Lingkungan dan neraca Lingkungan.",uu-27-2014-2.pdf,permen-9-2001-5.pdf,netral
"Anggaran untuk Program Pengelolaan Subsidi sebagaimana
dimaksud pada ayat (1) digunakan secara tepat sasaran.","Anggaran untuk Program Pengelolaan Subsidi sebagaimana
dimaksud pada ayat (1) digunakan secara menyimpang.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar rupiah.","Anggaran untuk subsidi bisa disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan sesuai perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar rupiah.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar rupiah.","Arsiparis adalah seseorang yang memiliki kompetensi di
bidang kearsipan yang diperoleh melalui pendidikan formal
dan/atau pendidikan dan pelatihan kearsipan serta
mempunyai fungsi, tugas, dan tanggung jawab
melaksanakan kegiatan Kearsipan.",uu-27-2014-2.pdf,permen-1-2022-5.pdf,netral
"Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar rupiah.","Anggaran untuk subsidi sebagaimana dimaksud pada ayat
(1) dapat disesuaikan dengan kebutuhan realisasi pada
tahun anggaran berjalan berdasarkan perubahan
parameter dan/atau realisasi harga minyak mentah (ICP)
dan nilai tukar dolar.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Dalam hal perubahan parameter sebagaimana dimaksud
pada ayat (3) berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.","Dalam hal perubahan parameter berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Dalam hal perubahan parameter sebagaimana dimaksud
pada ayat (3) berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.","Penerimaan-penerimaan seperti dimaksud pada Ayat
(3) yang terjadi setelah Tahun Anggaran ditutup,
dimaksudkan pada Tahun Anggaran berikutnya dan
dibukukan pada Kelompok Pendapatan Asli Daerah
Jenis Lain-lain Pendapatan Asli Daerah Yang Sah.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Dalam hal perubahan parameter sebagaimana dimaksud
pada ayat (3) berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.","Dalam hal perubahan parameter sebagaimana dimaksud
pada ayat (3) berupa perubahan volume Bahan Bakar
Minyak (BBM) bersubsidi, Pemerintah tidak membahas
perubahan tersebut dengan komisi terkait di DPR RI untuk
mendapatkan persetujuan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Alokasi sebagaimana dimaksud pada ayat (1) termasuk
kekurangan untuk tahun anggaran sebelumnya yang
dibayarkan sesuai dengan hasil audit BPK.","Alokasi termasuk
kekurangan untuk tahun anggaran sebelumnya yang
dibayarkan sesuai dengan hasil audit BPK.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Alokasi sebagaimana dimaksud pada ayat (1) termasuk
kekurangan untuk tahun anggaran sebelumnya yang
dibayarkan sesuai dengan hasil audit BPK.","Dalam hal terjadi perselisihan di dalam interpretasi
dan/atau implementasi naskah perjanjian Kerja Sama,
perselisihan diselesaikan antara Kementerian Koordinator
dengan Mitra Kerja Sama secara musyawarah untuk
mufakat.",uu-27-2014-2.pdf,permen-2-2021-5.pdf,netral
"Alokasi sebagaimana dimaksud pada ayat (1) termasuk
kekurangan untuk tahun anggaran sebelumnya yang
dibayarkan sesuai dengan hasil audit BPK.","Alokasi sebagaimana dimaksud pada ayat (1) termasuk
kelebihan untuk tahun anggaran sebelumnya yang
dibayarkan sesuai dengan hasil audit BPK.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Dalam rangka efisiensi dan efektivitas pelaksanaan
anggaran belanja Kementerian Negara/Lembaga,
Pemerintah menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.","Kementerian Negara/Lembaga,
Pemerintah menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Dalam rangka efisiensi dan efektivitas pelaksanaan
anggaran belanja Kementerian Negara/Lembaga,
Pemerintah menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.","Pinjaman Daerah adalah semua transaksi yang
mengakibatkan Daerah menerima dari pihak lain
sejumlah uang atau manfaat bernilai uang sehingga
Daerah tersebut dibebani kewajiban untuk membayar
kembali, tidak termasuk kredit jangka pendek yang
lazim terjadi dalam perdagangan.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Dalam rangka efisiensi dan efektivitas pelaksanaan
anggaran belanja Kementerian Negara/Lembaga,
Pemerintah menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.","Dalam rangka efisiensi dan efektivitas pelaksanaan
anggaran belanja Kementerian Negara/Lembaga,
Pemerintah tidak menerapkan sistem pemberian penghargaan
dan pengenaan sanksi atas pelaksanaan anggaran belanja
Kementerian Negara/Lembaga sesuai dengan Ketentuan
Peraturan Perundang-undangan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Perubahan anggaran Belanja Pemerintah Pusat berupa:
a. perubahan anggaran belanja yang bersumber dari
PNBP;
b. perubahan pinjaman dan hibah luar negeri (PHLN) dan
pinjaman dan hibah dalam negeri (PHDN);
c. pergeseran Bagian Anggaran 999.08 (Bendahara
Umum Negara Pengelola Belanja Lainnya) ke Bagian
Anggaran Kementerian Negara/Lembaga, atau antar
subbagian anggaran dalam Bagian Anggaran 999 (BA
BUN);
d. perubahan anggaran belanja yang bersumber dari
SBSN PBS; dan
e. pergeseran anggaran dalam 1 (satu) Bagian Anggaran
yang bersumber dari rupiah murni untuk memenuhi
kebutuhan biaya operasional,
ditetapkan oleh Pemerintah.","Perubahan anggaran Belanja Pemerintah Pusat berupa:
b. perubahan pinjaman dan hibah luar negeri (PHLN) dan
pinjaman dan hibah dalam negeri (PHDN);
a. perubahan anggaran belanja yang bersumber dari
PNBP;
c. pergeseran Bagian Anggaran 999.08 (Bendahara
Umum Negara Pengelola Belanja Lainnya) ke Bagian
Anggaran Kementerian Negara/Lembaga, atau antar
subbagian anggaran dalam Bagian Anggaran 999 (BA
BUN);
d. perubahan anggaran belanja yang bersumber dari
SBSN PBS; dan
e. pergeseran anggaran dalam 1 (satu) Bagian Anggaran
yang bersumber dari rupiah murni untuk memenuhi
kebutuhan biaya operasional,
ditetapkan oleh Pemerintah.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Perubahan anggaran Belanja Pemerintah Pusat berupa:
a. perubahan anggaran belanja yang bersumber dari
PNBP;
b. perubahan pinjaman dan hibah luar negeri (PHLN) dan
pinjaman dan hibah dalam negeri (PHDN);
c. pergeseran Bagian Anggaran 999.08 (Bendahara
Umum Negara Pengelola Belanja Lainnya) ke Bagian
Anggaran Kementerian Negara/Lembaga, atau antar
subbagian anggaran dalam Bagian Anggaran 999 (BA
BUN);
d. perubahan anggaran belanja yang bersumber dari
SBSN PBS; dan
e. pergeseran anggaran dalam 1 (satu) Bagian Anggaran
yang bersumber dari rupiah murni untuk memenuhi
kebutuhan biaya operasional,
ditetapkan oleh Pemerintah.","Persetujuan pengimporan barang modal dengan fasilitas atas permohonan
sebagaimana dimaksud dalam ayat (1) huruf a dikeluarkan oleh Meninves/Kepala
BKPM atas nama Menteri Keuangan, dalam bentuk SP Fasilitas Pabean Barang
Modal dengan lampiran Daftar Induk Barang Modal, disampaikan kepada Pemohon
dengan tembusan kepada Dirjen Bea dan Cukai, Dirjen Pajak, Dirjen Instansi Teknik
dan Ketua BKPMD.",uu-27-2014-2.pdf,permen-38-1999-5.pdf,netral
"Perubahan anggaran Belanja Pemerintah Pusat berupa:
a. perubahan anggaran belanja yang bersumber dari
PNBP;
b. perubahan pinjaman dan hibah luar negeri (PHLN) dan
pinjaman dan hibah dalam negeri (PHDN);
c. pergeseran Bagian Anggaran 999.08 (Bendahara
Umum Negara Pengelola Belanja Lainnya) ke Bagian
Anggaran Kementerian Negara/Lembaga, atau antar
subbagian anggaran dalam Bagian Anggaran 999 (BA
BUN);
d. perubahan anggaran belanja yang bersumber dari
SBSN PBS; dan
e. pergeseran anggaran dalam 1 (satu) Bagian Anggaran
yang bersumber dari rupiah murni untuk memenuhi
kebutuhan biaya operasional,
ditetapkan oleh Pemerintah.","Perubahan anggaran Belanja Pemerintah Pusat berupa:
a. perubahan anggaran belanja yang bersumber dari
PNBP;
b. perubahan pinjaman dan hibah luar negeri (PHLN) dan
pinjaman dan hibah dalam negeri (PHDN);
c. pergeseran Bagian Anggaran 999.08 (Bendahara
Umum Negara Pengelola Belanja Lainnya) ke Bagian
Anggaran Kementerian Negara/Lembaga, atau antar
subbagian anggaran dalam Bagian Anggaran 999 (BA
BUN);dan
e. pergeseran anggaran dalam 1 (satu) Bagian Anggaran
yang bersumber dari rupiah murni untuk memenuhi
kebutuhan biaya operasional,
ditetapkan oleh Pemerintah.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Perubahan lebih lanjut Pembiayaan Anggaran berupa
perubahan pagu Penerusan Pinjaman luar negeri akibat
dari lanjutan dan percepatan penarikan Penerusan
Pinjaman luar negeri, ditetapkan oleh Pemerintah.","perubahan pagu Penerusan Pinjaman luar negeri akibat
dari lanjutan dan percepatan penarikan Penerusan
Pinjaman luar negeri, ditetapkan oleh Pemerintah.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Perubahan lebih lanjut Pembiayaan Anggaran berupa
perubahan pagu Penerusan Pinjaman luar negeri akibat
dari lanjutan dan percepatan penarikan Penerusan
Pinjaman luar negeri, ditetapkan oleh Pemerintah.","Subbidang Daya Tampung Lingkungan Sosial mempunyai tugas melakukan penyusunan bahan
koordinasi, telaahan staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan di
bidang daya dukung dan daya tampung Lingkungan sosial.",uu-27-2014-2.pdf,permen-9-2001-5.pdf,netral
"Perubahan lebih lanjut Pembiayaan Anggaran berupa
perubahan pagu Penerusan Pinjaman luar negeri akibat
dari lanjutan dan percepatan penarikan Penerusan
Pinjaman luar negeri, ditetapkan oleh Pemerintah.","Perubahan lebih lanjut Pembiayaan Anggaran berupa
perubahan pagu Penerusan Pinjaman luar negeri akibat
dari lanjutan dan percepatan penarikan Penerusan
Pinjaman luar negeri, ditetapkan oleh Presiden.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Perubahan sebagaimana dimaksud pada ayat (1) dan ayat
(2) dilaporkan Pemerintah kepada Dewan Perwakilan
Rakyat dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.","Perubahan dilaporkan Pemerintah kepada Dewan Perwakilan
Rakyat dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Perubahan sebagaimana dimaksud pada ayat (1) dan ayat
(2) dilaporkan Pemerintah kepada Dewan Perwakilan
Rakyat dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.","Pejabat Administrasi adalah Pegawai Aparatur Sipil Negara
yang menduduki Jabatan Administrasi pada instansi
pemerintah.",uu-27-2014-2.pdf,permen-1-2022-5.pdf,netral
"Perubahan sebagaimana dimaksud pada ayat (1) dan ayat
(2) dilaporkan Pemerintah kepada Dewan Perwakilan
Rakyat dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.","Perubahan sebagaimana dimaksud pada ayat (1) dan ayat
(2) dilaporkan Pemerintah kepada Dewan Perwakilan
Rakyat Daerah dalam APBN Perubahan Tahun Anggaran 2015
dan/atau Laporan Keuangan Pemerintah Pusat (LKPP)
Tahun 2015.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Pemerintah dapat memberikan hibah kepada
Pemerintah/Lembaga asing dan menetapkan
Pemerintah/Lembaga asing penerima untuk tujuan
kemanusiaan.","Pemerintah bisa memberikan hibah kepada
Pemerintah/Lembaga asing dan menetapkan
Pemerintah/Lembaga asing penerima untuk tujuan
kemanusiaan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Pemerintah dapat memberikan hibah kepada
Pemerintah/Lembaga asing dan menetapkan
Pemerintah/Lembaga asing penerima untuk tujuan
kemanusiaan.","Dalam rangka penyusunan statistik keuangan
pemerintah, klasifikasi struktur APBD sebagaimana
dimaksud pada Ayat beserta kode rekeningnya disesuaikan dengan macam
dan jenis kewenangan yang dimiliki Daerah.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Pemerintah dapat memberikan hibah kepada
Pemerintah/Lembaga asing dan menetapkan
Pemerintah/Lembaga asing penerima untuk tujuan
kemanusiaan.","Pemerintah tidak dapat memberikan hibah kepada
Pemerintah/Lembaga asing dan menetapkan
Pemerintah/Lembaga asing penerima untuk tujuan
kemanusiaan.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Pemerintah dapat memberikan hibah kepada Pemerintah
Daerah dalam rangka rehabilitasi dan rekonstruksi pasca
bencana.","Pemerintah bisa memberikan hibah kepada Pemerintah
Daerah dalam rangka rehabilitasi dan rekonstruksi pasca
bencana.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Pemerintah dapat memberikan hibah kepada Pemerintah
Daerah dalam rangka rehabilitasi dan rekonstruksi pasca
bencana.","Satuan Pemegang Kas Pembantu sebagaimana
dimaksud pada Ayat
(3) wajib menyetor seluruh uang yang diterimanya ke
Bank atas nama Rekening Kas Daerah paling lambat
satu hari kerja sejak saat uang kas tersebut diterima.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Pemerintah dapat memberikan hibah kepada Pemerintah
Daerah dalam rangka rehabilitasi dan rekonstruksi pasca
bencana.","Pemerintah tidak dapat memberikan hibah kepada Pemerintah
Daerah dalam rangka rehabilitasi dan rekonstruksi pasca
bencana.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Anggaran Pendidikan direncanakan sebesar
Rp409.131.707.077.000,00 (empat ratus sembilan triliun
seratus tiga puluh satu miliar tujuh ratus tujuh juta tujuh
puluh tujuh ribu rupiah).","Anggaran Pendidikan sebesar
Rp409.131.707.077.000,00 (empat ratus sembilan triliun
seratus tiga puluh satu miliar tujuh ratus tujuh juta tujuh
puluh tujuh ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Anggaran Pendidikan direncanakan sebesar
Rp409.131.707.077.000,00 (empat ratus sembilan triliun
seratus tiga puluh satu miliar tujuh ratus tujuh juta tujuh
puluh tujuh ribu rupiah).","Prosedur dan mekanisme pengadaan barang dan jasa
diatur lebih lanjut dengan Keputusan Kepala Daerah
disesuaikan dengan peraturan perundang-undangan
yang berlaku.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Anggaran Pendidikan direncanakan sebesar
Rp409.131.707.077.000,00 (empat ratus sembilan triliun
seratus tiga puluh satu miliar tujuh ratus tujuh juta tujuh
puluh tujuh ribu rupiah).","Anggaran Pendidikan direncanakan sebesar
Rp409.131.707.877.000,00 (empat ratus sembilan triliun
seratus tiga puluh satu miliar tujuh ratus tujuh juta delapan ratus
tujuh puluh tujuh ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan sebagaimana
dimaksud pada ayat (1) terhadap total anggaran Belanja
Negara sebesar Rp2.039.483.607.639.000,00 (dua
kuadriliun tiga puluh sembilan triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).","Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan terhadap total anggaran Belanja
Negara sebesar Rp2.039.483.607.639.000,00 (dua
kuadriliun tiga puluh sembilan triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan sebagaimana
dimaksud pada ayat (1) terhadap total anggaran Belanja
Negara sebesar Rp2.039.483.607.639.000,00 (dua
kuadriliun tiga puluh sembilan triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).","Belanja Daerah adalah semua pengeluaran Kas
Daerah dalam periode Tahun Anggaran tertentu yang
menjadi beban Daerah.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan sebagaimana
dimaksud pada ayat (1) terhadap total anggaran Belanja
Negara sebesar Rp2.039.483.607.639.000,00 (dua
kuadriliun tiga puluh sembilan triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).","Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan sebagaimana
dimaksud pada ayat (1) terhadap total anggaran Belanja
Negara sebesar Rp2.031.483.607.639.000,00 (dua
kuadriliun tiga puluh satu triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Jumlah anggaran Pendapatan Negara Tahun Anggaran
2015, sebagaimana dimaksud dalam Pasal 3, lebih kecil
daripada jumlah anggaran Belanja Negara sebagaimana
dimaksud dalam Pasal 7 sehingga dalam Tahun Anggaran
2015 terdapat anggaran defisit sebesar
Rp245.894.690.062.000,00 (dua ratus empat puluh lima
triliun delapan ratus sembilan puluh empat miliar enam
ratus sembilan puluh juta enam puluh dua ribu rupiah)
yang akan dibiayai dari Pembiayaan Anggaran.","Jumlah anggaran belanja Negara Tahun Anggaran
2015, sebagaimana dimaksud dalam Pasal 3, lebih besar
daripada jumlah anggaran pendapatan Negara sebagaimana
dimaksud dalam Pasal 7 sehingga dalam Tahun Anggaran
2015 terdapat anggaran defisit sebesar
Rp245.894.690.062.000,00 (dua ratus empat puluh lima
triliun delapan ratus sembilan puluh empat miliar enam
ratus sembilan puluh juta enam puluh dua ribu rupiah)
yang akan dibiayai dari Pembiayaan Anggaran.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Jumlah anggaran Pendapatan Negara Tahun Anggaran
2015, sebagaimana dimaksud dalam Pasal 3, lebih kecil
daripada jumlah anggaran Belanja Negara sebagaimana
dimaksud dalam Pasal 7 sehingga dalam Tahun Anggaran
2015 terdapat anggaran defisit sebesar
Rp245.894.690.062.000,00 (dua ratus empat puluh lima
triliun delapan ratus sembilan puluh empat miliar enam
ratus sembilan puluh juta enam puluh dua ribu rupiah)
yang akan dibiayai dari Pembiayaan Anggaran.","Perubahan Dokumen Anggaran Satuan Kerja
sebagaimana dimaksud pada Ayat
(3) memuat Pendapatan dan Belanja setiap Perangkat
Daerah yang digunakan sebagai dasar pelaksanaan
oleh Pengguna Anggaran.",uu-27-2014-2.pdf,permen-29-2002-5.pdf,netral
"Jumlah anggaran Pendapatan Negara Tahun Anggaran
2015, sebagaimana dimaksud dalam Pasal 3, lebih kecil
daripada jumlah anggaran Belanja Negara sebagaimana
dimaksud dalam Pasal 7 sehingga dalam Tahun Anggaran
2015 terdapat anggaran defisit sebesar
Rp245.894.690.062.000,00 (dua ratus empat puluh lima
triliun delapan ratus sembilan puluh empat miliar enam
ratus sembilan puluh juta enam puluh dua ribu rupiah)
yang akan dibiayai dari Pembiayaan Anggaran.","Jumlah anggaran Pendapatan Negara Tahun Anggaran
2015, sebagaimana dimaksud dalam Pasal 3, lebih besar
daripada jumlah anggaran Belanja Negara sebagaimana
dimaksud dalam Pasal 7 sehingga dalam Tahun Anggaran
2015 terdapat anggaran defisit sebesar
Rp245.894.690.062.000,00 (dua ratus empat puluh lima
triliun delapan ratus sembilan puluh empat miliar enam
ratus sembilan puluh juta enam puluh dua ribu rupiah)
yang akan dibiayai dari Pembiayaan Anggaran.",uu-27-2014-2.pdf,uu-27-2014-2.pdf,kontradiksi
"Pembiayaan Anggaran Tahun Anggaran 2015 sebagaimana
dimaksud pada ayat (1) diperoleh dari sumber:
a. Pembiayaan Dalam Negeri sebesar
Rp269.709.700.514.000,00 (dua ratus enam puluh
sembilan triliun tujuh ratus sembilan miliar tujuh
ratus juta lima ratus empat belas ribu rupiah); dan
b. Pembiayaan Luar Negeri Neto sebesar negatif
Rp23.815.010.452.000,00 (dua puluh tiga triliun
delapan ratus lima belas miliar sepuluh juta empat
ratus lima puluh dua ribu rupiah).","Pembiayaan Anggaran Tahun Anggaran 2015 sebagaimana
dimaksud pada ayat (1) diperoleh dari sumber:
b. Pembiayaan Luar Negeri Neto sebesar negatif
Rp23.815.010.452.000,00 (dua puluh tiga triliun
delapan ratus lima belas miliar sepuluh juta empat
ratus lima puluh dua ribu rupiah). dan
a. Pembiayaan Dalam Negeri sebesar
Rp269.709.700.514.000,00 (dua ratus enam puluh
sembilan triliun tujuh ratus sembilan miliar tujuh
ratus juta lima ratus empat belas ribu rupiah);",uu-27-2014-2.pdf,uu-27-2014-2.pdf,selaras
"Pembiayaan Anggaran Tahun Anggaran 2015 sebagaimana
dimaksud pada ayat (1) diperoleh dari sumber:
a. Pembiayaan Dalam Negeri sebesar
Rp269.709.700.514.000,00 (dua ratus enam puluh
sembilan triliun tujuh ratus sembilan miliar tujuh
ratus juta lima ratus empat belas ribu rupiah); dan
b. Pembiayaan Luar Negeri Neto sebesar negatif
Rp23.815.010.452.000,00 (dua puluh tiga triliun
delapan ratus lima belas miliar sepuluh juta empat
ratus lima puluh dua ribu rupiah).","Yang dimaksud dengan Kepala Perwakilan Republik Indonesia dalam pengajuan
permohonan adalah Kepala-Kepala Perwakilan Republik Indonesia yang ada di luar
negeri.",uu-27-2014-2.pdf,permen-38-1999-5.pdf,netral
