ulasan,apresiasi,kritik
mau bayar pajak kendara motor gagal terus tolong siap dengan matang apk nya saya sangat senang jika apknya jalan lancar karna akan mudah proses bayar pajak kendara motor,0,1
aplikasi kagak bisa dipake selalu muncul tidak ada internet klo gak bs baik ganti aja developer atau kontraktor,0,1
plis ini cara daftar gimna saya mau pesan tiket di al jabar malah gagal trus padahal email aktif heran saya pas di coba di apk lain damai aja gilir di apk ini salah trus tolong di bantu biar apk nya guna di hp saya makasih,0,1
tolong baik lagi databasenya udah 3 kali daftar pake email yg beda udah verifikasi juga pas mau log in kata sandi salah aneh sih,0,1
aplikasi ini sangat bantu dan mudah kami warga jawa barat dalam akses informasi tentang pajak kendara tentang lowong kerja layananan perijinan informasi tentang covid jadwal vaksin konsultasi dokter hanya dalam satu aplikasi sehingga tidak perlu banyak aplikasi cukup dengan sapawarga jabar juara mantap,1,0
habis daftar link verifikasi yg di kirim ke email klik malah tidak valid padahal masih 24 jam min tolong donk klw ngasih contact centernya ya di respons donk percuma kasih no wa contact center tap gak respons di ig di dm juga gak respons,0,1
aplikasi aneh mau daftar aja g bisa padahal internet kencang tapi muncul notif periksa intrrnet mohon diinprove terima kasih,0,1
mau bayar pajak motor susah sekali dapat kode bayar ganggu terus bagaimana ini kita mau taat pajak perintah yg tidak siap,0,1
seta d update cara login nya jdi sulit saat buat akun verifikasi di email sudah muncul tapi saat di klik link verifikasi sudah tidak valid padahal belum 24 jam mau buat akun ulang email sudah d guna mohon solusi,0,1
mohon maaf saya sudah laku bayar pajak online sesuai tunjuk 2 bulan yg lalu bayar sy laku dr atm bca bayar hasil tp bukti bayar pajak sampai sekarang tak kunjung hadir mohon tunjuk,0,1
aplikasi bagus sangat bantu mohon tetap laku baru yg makin bagus terima kasih,1,0
periksa koneksi terus mau buat akun susah ga bisa tolong bantu nya,0,1
coba tambah layan seperti yang kena dengan layan dukcapil l dll fiturnya sedikit jadi kurang tarik,0,1
sudah bayar pajak lewat qris tapi lama sekali proses kece bayar,0,1
pas buat akun email sudah daftar padahal sya blm daftar sama sekali,0,1
jangkau banyak butuh dan fitur terus tambah,1,0
tidak bisa masuk kendala pasword padahal sudah benar,0,1
verifikasi lewat email pesan belum masuk pas sudah masuk akun credential telah itu verifikasi tidak valid daftar ulang pasti email sudah pakai,0,1
layan jadi mudah karena integrasi cara satu pintu luar biasa,1,0
aplikasi sangat bantu tapi saya mau akses izin di aplikasi sapawarga masih belum bisa akses,1,1
awal kasih bintang 3 cuma ganti jadi bintang 4 maaf belum kasih bintang 5 karna pertama gunain ada kendala harus komplen sana sini dulu telpon sana sini dulu baru baik moga bisa dibagusin lagi karna cukup bantu terima kasih,1,1
sekarang aplikasi ini cukup bantu untuk cari kerja dan tidak kalang rw namun untuk isi data diri agak sulit tidak bisa di klik maupun pilih jadi akun sampe s3karang tidak di verifikasi sudah chat wa namun tidak ada respon samasekali mohon untuk baik lagi,1,1
punten saya bayar pajak kendara nunggu skkp nya kenapa lama ya padahal terang bayar sudah hasil terimakasih,0,1
link verifikasi nya tidak valid terus ketika mau daftar akun,0,1
udah daftar tapi susah login,0,1
moga bisa kembang sesuai butuh teknologi digital saat ini,1,0
sudah bikin akun mah login tulis nya akun disable terus,0,1
ko mau daftar akun ga bisa terus sihh,0,1
sudah bisa login haturnuhun tapi sayang tiap buka aplikasi dan mau posting giat sangat sulit tulis deskripsi dan komentar sulit selalu nge hang dan akhir keluar sendiri dari aplikasi masuk lagi tetep sulit buat posting harus kali baru bisa begitu terus harus berulangkali tiap mau posting ganti hp nya sami wae sering jadi tonton krn sangat sulit apolad posting giat ini bukan masalah admin tetapi aplikasi nya harus baik,1,1
kenapa e-skkpnnya tidak bisa di unduh padahal tagih sudah lunas tolong di fix kan,0,1
informasi kendara tidak sesuai malah muncul informasi kendara yang bukan milik saya mohon baik,0,1
baru coba kalau habis hasil bagus nanti saya kasih bintang fulll,1,0
mantap aplikasi yang sungguh sedih l aplikasi burik jauh sangat jauh dari kata cukup aplikasi yang buat tengah hati,0,1
aku baru install mau bayar pajak pas di buka ko gabisa ya keluar terus,0,1
jadi susah login lagi kenapa email yg pertama di sapawarga jadi ga bisa masuk alah jadi pusing sampe sekarang ga bisa login,0,1
tidak bisa verifikasi akun link tidak valid padahal belum expired tolong baik,0,1
telah di update masih belum bisa login mohon jelas dan bantuanya terima kasih,0,1
duh tiap bayar request gagal atau tidak ada koneksi internet padahal sinyan kuat hape ram gede,0,1
mohon baik lagi sering keluar apps terus,0,1
sring muncul tidak ada koneksi internet jelas jelas internet saya bagus lancar ga ada ganggu baik lagi dah,0,1
mau buat akun ga bisa bisa tulis error trus mohon d baik,0,1
saya dari hari sabtu bayar pajak motor sudah 3 hari masih proses minta kontak adu yg aktif,0,1
pas mau bayar gagal terus gimana warga mau wajib pajak kalau sistem nya masih jelek,0,1
assalammualaikum wr wb maaf saya kasih bintang 2 karena ada masalah dalam hal server yang kurang baik jadi buat kerja kurang efisien perihal waktu jadi makan oleh kondisi server yang kurang baik alias lemod mohon untuk di baik kembali dan di uji coba kembali terima kasih,0,1
gimana sih mau bayar tapi mode bayar gak ada yang bisa,0,1
udah di hapus lagi sebab cara daftar akun susah banget udah dapet verifikasi via email pas di klik malah kadaluarsa di coba lagi malah no dan email sudah di pakai aplikasi aneh,0,1
aplikasi sudah baik namun lebih baik lagi apabila aju lalu verpal langsung tuju karena itu yg benar jadi lapang masih banyak warga dampak covid yg belum terima bantu satu dari perintah tolong di perhati dan laksana masuk sebut karena percuma ada validasi apabila akhir tidak ada yg tuju satu ulah nyampekeun cape gawe teu kapake tungtungna urus nu katempuhan nuhun,1,1
mantaf sayang denda lain lain nya tidak detail di apl ini,1,1
aplikasi sangat bagus mudah mudah ini jembatan langsung antara masyarakat bawah dengan yang di atas ada satu saran baik isi dari data terima bantu sembako luas sembako dan pkh tidak sesuai di lapang banyak yang catat tapi tidak terima manpaat trims,1,1
hadir nya sapawargsa versi baru saya tidak bisa aplod foto giat rw,0,1
admin tolong tambah fitur cari data filter di verifikasi jadi biar lebih mudah karena urut tidak sesuai tidak rurut sesuai rt rw terimakasih,0,1
tolong baik lagi kenapa tiap saya mau buka selalu server tidak dukung dan tolong baik lagi cepat saya pake wifi pake kartu yang sinyal bagus selalu ganggu buat kerja makin lama buang buang waktu,0,1
aplikasi kurang komplit usul kalo bisa semua giat verifikasi data harus libat sapa warga baik yg sifat pendataaan duduk maupun sensus dan yg lain nya karena yng data langsung adalah ketua rt rw jadi lebih valid dan akurat data gak asal tembak terima kasih,0,1
saya download app sapawarga ingin tahu kenapa keluarga saya tidak pernah dapat bantu lama pandemi tapi hanya bisa di akses oleh rw dan pihak desa sedang mereka saat tanya selalu jawab gak tau sudah dari sana saya sudah cari informasi di pikobar tapi nomor nik tidak di temu hubung hotline nya juga tapi tidak di balas hanya di balas oleh nomor hotline mesin otomatis jika memang tidak di daftar saya ingin tahu kenapa,0,1
aplikasi hanya untuk keluarga yg dekat dg perangkat desa saja yang dapat bantu dan juga tidak tepat sasar msh banyak di tempat saya yg harus layak dapat bantu tp malah tidak dapat pihak rt rw tiap bulan data tp apa hasil nya nihil mungkin data warga hanya untuk formalitas saja coba sekali perintah daerah sidak ke tiap daerah desa jgn hanya andal dr aplikasi yg hasil tidak tepat,0,1
konsep yang bagus hanya saja cenderung ribet informasi sifat pemberitahuan dan informasi sifat data khusus verifikasi dan validasi harus cari dari sub yang sama beberapa kali rw minta latih hanya dar update info,1,1
masih kurang greget euy spt akses data terima bansos misal saat kita edit no urut 65 selesai kita back posisi kembali ke awal lagi jadi meski scroll lg ke no urut 66 moga bisa cepet baik lagi dan makin okeh surokeh,0,1
nama sapawarga tapi khusus untuk rw kenapa terus kenapa aplikasi ada di playstore kalau hanya untuk rw saja lebih baik untuk warga juga biar perintah desa sejawa barat lebih transparan hadap warga kena informasi bantu apa yang ada di jawa barat itu hanya saran saya aja bagai warga jawa barat,0,1
selalu ada data verifikasi yg tambah sendiri padahal admin kita ga nambahin sama sekali password juga udh rubah samapi usaha hanya saya saja yg tau tpi tetep tambah rata2 data yg masuk baru adalah org yg sudah tinggal atau dpt tahun 2018,0,1
belum bisa login diarahin ke wa tp tdk pernah direspon hanya pesan otomatis udh coba lagi pada jam kerja ttp belum direspon tks,0,1
kalau serius wajib saja buat rw untuk instal aplikasi ini min biar bisa saling kroscek data agar kalau ada bantu perintah apa itu bentuk bisa tepat sasar kalau bisa ada aplikasi damping untuk warga juga agar bisa interaksi langsung dengan rw nya cara online,0,1
percuma saja tidak bisa akses warga cara langsung karena tidak bisa daftar sendiri bansos nya langsung jujur saja kakak sy daftar pkh tapi tidak pernah dapat bantu apalagi saya sama sekali tidak pernah dapat bantu dari perintah mohon timbang agar tiap warga bisa daftar diri sendiri tidak perlu lewat perangkat desa,0,1
aplikasi bagus utk mengaplod proses sangat cepat smg depan nya server bisa tampung data yg lebih besar lagi dan mohon kepada mang penting dlm ini perintah atas lapor tsb agar direspon dgn cepat,1,1
admin tolong di baik lagi ketika saya buka apk nya selalu server tidak temu dan ketika masuk selalu ada baca jaring seluler anda lemah padahal sinyal saya bagus gak lemah mohon di baik lagi apk nya saya mau masuk warga terima bantu jdi susah karena kendala sebut kirain bakal bantu ehh malah di sulit mohon segera di baik,0,1
maaf saya kasih rating 1 karna sifat aplikasi ini hanya guna tentu saja bisa di akses bukan untuk layak nya umum aplikasi yang lain kuota internet buang sia sia sudah lanjur di instal nyata tidak bisa di akses untuk umum nyesel,0,1
aplikasi nya lelet gak bisa di akses harus tengah malam baru bisa nginput data sedang waktu verifikasi hanya sampai besok,0,1
sangat manfaat banget dgn ada aplikasi ini kita semua bisa saling sapa dan bisa ajar dari wilayah yg lain dan dapat adu cara langsung tentang ada wilayah masing2,1,0
cukup bagus untuk alplikasi yang golong baru tampil cukup familiar tinggal baik cepat proses louding,1,1
aplikasi sapa warga ini sangat manfaat banget bagi kami selaku rw namun alangkah lebih baik lagi kalau anda di aplikasi ini di benah juga data duduk disdukcapil supaya rw bisa verifikasi data duduk yg benar karena sering banget kami temu ada data orang yg sudah lama tinggal di panggil kembali dalam coblos malah ada juga yg sudah tinggal dunia ini daftar selaku terima bantu,1,1
saya ketua rw baru saya sulit masuk login di aplikasi sapawarga tiap login balas server tidak merespon mohon untuk segera agar saya bisa guna aplikasi sapawarga maksimal mungkin terima kasih,0,1
sangat sayang untuk saat ini hanya bisa di akses khusus urus rw padahal ini sangat bantu untuk warga tempat yg ingin tahu dan kontribusi untuk giat yg ada di tempat tinggal moga saja cepat bisa di akses oleh warga masyarakat jabar,0,1
saya rasa kes lebay karena tiap saya laku giat saya selalu minta di ambil gambar dan juga saya harus bicara sama pak rt kali -kali supaya dokumentasi giat gx enak sih tapi demi tugas suka tdk suka sayang quotanya boros banget dan harus beli sendiri dan kalau bicara insentif seperti malu cerita di rubrik usul usul saya di publikasi telah itu gx pernah tau mo di apain lgi gx pernah ada ulas jawab juga sama cuma gambar yg beda,0,1
bikin aplikasi cuman buat daftar udh ada yg gampang pake google form bikin aplikasi yang daftar aja gk ada form daftar latar belakang dari buat fitur nya apa mudah apa gk ada kerja,0,1
sering keluar sendiri dari aplikasi bahkan semua aplikasi hilang bbrp saat inti baru masuk di menu tanpa pencet menu apa tau tau keluar sendiri dr aplikasi,0,1
mau tanya kalau ketua rw nya gaptek bagaimana mau guna aplikasi ini kang terus masalah bansos di desa saya banyak yg daftar tapi tidak terima bantu karena masalah data tidak sinkron gilir minta di update ke pihak desa pegawai nya bilang g bisa masa pegawai desa g bisa ngupdate data masyarakat,0,1
tolong di timbang bnyak skali keluh masyarakat lebih rt rw terkadang dlm data seperti pilih kasih apalg bogor barat kebnyakan orng2 yg trdekat mereka yg di data tuk bantu ini bisa dampak coreng jabat perintah di tingkat atas tuk ufdate memuktahir data tiap tahun sj banyak nol dtks itu itu sj kasihan masyarakat yg benar2 layak namun tidak smpai data harus ada survei dr atas tuk tindak lanjut data cara langsung ke lapang terima kasih,0,1
saya kasih 5 bintang buat aplikasi sapawarga bagus banget tapi sayang saya bagai rw mekar tidak bisa masuk ke aplikasi ini emang rw yg tidak ada a b gampang masuk aplikasi sapawarga saya mohon untuk yg rw nya ada a sama b nya juga bisa masukin data saya aju keluh ini ke keluraha tidak ada respon,1,1
aplikasi ini sangat bantu warga jawa barat tapi masuk susah sekali lambat tolong servernya di baik dengan baik,1,1
saya saat ini susah posting jika mengapload foto baik dari galeri atau kamera ketika klik foto langsung kembali ke home sehingga tidak bisa update untuk seluruh bisa akses dengan baik terima kasih moga lanjut bisa baik lagi,1,1
tolong admin saya sudah beberapa kali hubung nomor darurat yang ada pada apk sapawarga sudah beberapa kali kirim email pada alamat email yang sudah beri oleh apk sapawarga tetapi sampai saat ini juga tidak ada balas sama sekali untuk masalah ada pada email yang saya kirim atas nama mimbar yusup terimakasih mohon beri solusi nya supaya saya dapat beri yang baik untuk warga rw saya,0,1
ponsel sapawarga kurang optimal spesifikasi ponselnya kurang tinggi program apk sapawarga jadi kurang optimal ini di bantu oleh ssd milik pribadi terus ruang aju masih tutup,0,1
bagus apk ini untuk aju mohon dan informasi nya tepat good jawa barat dengan apk ini tapi sayang sering erorr jadi salah,1,1
moga semua aplikasi layan digital se jawa barat bisa integrasi di aplikasi sapawarga,0,1
bintang 1 wae kaga bisa masuk hrs ganti email sagala endah gilir lihat pajak kendara lancar,0,1
kepada siapa harus daftar untuk dapat akun buku pentunjuk hanya ada cara buat email tidak jelas cara masuk belum login biasa ada notiikasi balas untuk aktivasi akun,0,1
aplikasi sapa warga sapa rw mungkin bisa di baik biar semua warga bisa partisipasi saya mau buat aju karena banyak warga yang tidak terima bantu tepat sasar tapi sia2 dan sulit,0,1
mohon arah sy mau masuk ke aplikasi tetapi selalu muncul jadi salah saat login saya sudah coba hubung nomor admin sapawarga tetapi tidak ada jawab,0,1
jadi telat bayar pajak guys gara gara sistem kami dalam alami ganggu kocak,0,1
sijuara nya mana buat loker malah stuck ga jalan isi data error tiap beres ngetik naik scroll atas jadi harus bolak balik scroll atas bawah,0,1
terkadang tulis angka kurang pul,0,1
sampurasun aplikasi sudah bagus tapi aplikasi ini hanya untuk admin di desa dan ketua rw saja apakah tidak bisa di pakai oleh masyarakat luas karena ketika mau masuk harus pasu username dan password hatur nuhun,1,1
harus aplikasi ini rama sapa rw ingat makna kata warga dan rw itu beda klw bicara warga saya juga warga tapi tidak bisa akses ini apk,0,1
ko baru download tiba crash trus muncul langsung log in gda sign up nya jd gak kepake mau masuk jg gak sba blm ada account,0,1
mantap mudah guna tingkat validitas terima bantu provinsi tingkat rw yg awal dari tahap 1 banyak 42 orang jadi 159 orang yg oleh bantu meski ada yg tdk dpt sebanysk 30 orang di usul 189 org yg terima 159 orang,1,1
realisai data yang masuk 100 tapi masih ada yang ada harus baik seperti mudah akses aplikasi,1,1
sangat muas tampil giat rw lebih tarik bisa upload lebih dari satu foto giat dan bisa like komen dan bagi,1,0
saya dulu sudah punya aplikasi sapawarga aplikasi dari kantor desa sangat manfaat sekali untuk bantu warga saya sekarang saya ingin mn donlot aplikasi ini munadah bisa bantu warga saya lagi,1,0
mau bikin akun muncul tidak ada koneksi terus padahal jaring bagus,0,1
susah sekali utk pasu foto dan itu fungsi di tampil awal sapawarga ada no whatsapp tapi telah saya klik tsrnyatactdk aktif hp nya,0,1
tidak guna coba bayar pajak kendara ga muncul data aplikasi gimmick,0,1
saya sangat bantu dengan ada aplikasi sapa warga ini saya tau info banyak dari aplikasi ini dan saya jg bisa bantu warga saya yg dampak covid karena banyak warga saat ini benar benar sangat butuh bantu,0,1
telah di update susah mo klaim ktua rw susah lengkap data kata tlpn sudah di pakai,0,1
luar bisa aplikasi benar- benar bantu untuk urus rw usul cepat dan dapat lihat berita berita baru mantap lah maju terus jawa barat,1,0
aplikasi sapawarga ini sangat bagus dan bermangfaat bagi seluruh para ketua rw sejawa barat dan sangat bantu bagi saya bagai ketua rw banyak dapat informasi yang sangat guna,1,0
kalo bisa tiap ke rt an di harus punya aplikasi ini soal nya pas lg banyak bantu sperti skarang se enak jidat pegawai desa aja bagiin nya,0,1
aplikasi sudah terupdet tapi jadi lupa yusername sama paswar,1,0
assamu alaikum wr wb saya nasrudin ketua rw 021 desa karangraharja kec cikarang utara kab bekas saya saran tiap tampil ketua rw nya kalau bisa di muncul nomor hp nya supaya ada komunikasi dgn ketua rw soal nomor telpon penting sekali terima kasih,0,1
teteh saya daftar d banprov tapi kendala dengan berkas makin ga ngerti harus transparan donk kabupaten tangerang aja transparan data bst terima covid ini mah banyak aplikasi tapi ga bisa akses sendiri,0,1
saya ketua rt barusan saya mau masuk ke aplikasi sapawarga tidak gampang tiap saya login selalu server tidak merespon tolong bantu nya kepada yang sangkut agar saya dapat aju warga warga yg kena dampak covid 19 terima kasih,0,1
terlalu bnyak aplikasi daerah kenapa gk all in one aja langsung dri pusat udh nyaman pke sambara eh ada sapawarga mungkin nnti perintah baru bkin aplikasi lagi trus aja gtu bkin aplikasi gk murah loh,0,1
gak ada bintang potong ya bintang 1 terlalu bagus aplikasi masih beta kali ya server error mau masuk aja gak bisa mending ganti nama jadi sapaserver bukan sapawarga,0,1
assallamu alaikum wr wb saya belum begitu paham kena aplikasi ini soal waktu latih waktu hanya sebentar cara edit akun kok susah utama nama desa dan lurah kok nggak bisa mohon saran trms,0,1
terima kasih sapawarga saya bagai ketua rw desa cisaga sangat bantu atas aplikasi ini cepat birokrasi langsung ke provinsi namun harus selalu di update ke depan bisa gak aplikasi ini di tambah kan fitur untuk warga bagai usul dtks yang baru terima kasih,1,1
aplikasi sapawarga realisasi pikir briliyan dan jenius pak ridwan kamil saya bisa tambah wawas ilmu serta pola pikir dan muncul ide2 baru dari daerah lain akses segala informasi dan lain bagai poko mantaap poko bagai ketua rw saya sangat sangaat butuh terima kasih,1,0
sangat bantu untuk giat rw terima kasih untuk layan sapawarga moga depan lebik baik dan lebih mudah untuk akses semua program,1,0
gak bisa masuk,0,1
mohon untuk bisa akses oleh warga juga ga cuma urus rw dan saji data siapa saja terima bantu dan jenis bantu yg dapat supaya kita bisa lihat siapa saja yg dapat bantu dan yg tidak karena kami warga kali kali di suruh ngumpulin fotocopy kk dan ktp oleh rt rw takut disalahgunakan,0,1
aplikasi sapa warga bagai salah satu media satu jabar dan banyak informasi lain yang bisa akses di aplikasi ini moga depan bisa lebih baik lagi aamiin,1,0
mohon maaf admin tolong tingkat biar lebih bagus lagi aplikasi nya supaya nggak keluar terus saat kita mau posting giat tolong kolom aju di buka lagi karena masih banyak yang perlu kami aju,0,1
server tidak merespon sering error padahal koneksi internet stabil sangat sulit,0,1
sampurasun sampai saai ini belum ada latih bagaimana guna aplikasi sapa warga utama tata cara untuk buat acount hatur nuhun,0,1
untk data terima bantu luas sembako dari data sapa warga cantum namany tp tidak terima kartu kenapa bisa gitu ap salah masukin data nya mohon penjelasanny,0,1
sinyal nya error terus stiap kirim data gagal trus tolong segera d baik cepat,0,1
stuck di menu login gak bisa masuk krn blum daftar krn tdk ada menu registrasi aplikasi yg aneh,0,1
bagus aplikasi nya namun blm cakup seluruh penting masyarakat yg di lingkung rw karena ruang usul masih tutup sementara saat ini hanya baru bisa lihat giat giat lingkung rw saja dan jalin komunikasi saja antar urus lingkung rw itu belum semua rw se jabar bisa komunikasi karena tidak semua rw aktif guna aplikasi ini,1,1
aplikasi yang bagus buat msrkt jabar hanya saja akun harus ket rw sdgkn tak smua rw di jabar dapat atau mau operasi apl ini dar saran aja kalo guna aplikasi ini 1 rw 1 user oke tapi ga mesti ketua rw juga tapi siapa aja yang dpt wakil kegiatan2 di lingkup rw yg dpt mnguasai it dengan baik hingga seluruh wilayah jabar dapat maksimal fungsi aplikasi ini,1,1
sangat bantu untuk lebih kenal se jawa barat namun susah untuk kenal siapa yg like dan komen,1,1
sangat bantu sekali dengan ada aplikasi sapawarga ini salah satu aplikasi yang jembatan mempasilitasi demi maju kel desa atau daerah,1,0
alhamdulilah dengan ada aplikasi sapawarga saya bisa bantu warga yg tadi blum pernah dapat bantu dari perintah alhamdulilah sekarang dapat bantu meski blum seluruh dapat trimakasih,1,0
mantap dapat publikasi giat yang ada wilayah masing2 daerah top banget sapawarga sukses dan jaya terus,1,0
hubung banyak adu dari guna harus inisiatif dong developer update jgn nunggu di kritik salah terus ini mau data warga jadi sulit bukan malah efektif gimana sih,0,1
apa ada yg sama telah update tidak bisa upload ktp halaman selalu error unaith,0,1
sapawarga sangat bantu masyarakat bisa interaksi dgn perintah dengan bagi fitur si dalam sangat guna sekali mantap,1,0
saya harap bisa gabung untuk tambah wawas di aplikasi ini terus terang saya rw 002 desa kec pabuaran belum paham kena aplikasi sapa warga mana letak salah aplikasi saya ini belum aktip,0,1
akun saya tidak dapat login di buka kembali nomor telp yang ada di aplikasi tidak dapat di hubung nomor admin sapa warga yang mana yang bisa hubung untuk minta password saya kembali,0,1
kadang server mas kurang cepat lebih bagus lagi apa bila beri space untuk diskusi cara pribadi antar para rw,0,1
program sangat bantu dan mudah dalam cari informasi kait maju wilayah dsb hanya saja sedikit kurang support apabila ada kasus lupa passwod,1,1
lebih di tingkat kan lagi sapa warga nya supaya lebih mudah dan kualitas serta repontime untuk realisasi ke warga,0,1
kenapa dengan app ini padahal saya mau buat akun tapi engga bisa udah saya whatsapp tapi engga dibales tolong tindak lanjut karena saya juga butuh aplikasi ini tolong perintah jawa barat,0,1
mau daftar aja susah tapi dapat himbauan urus rw untuk guna aplikasi ini apa yang mau di gunain kalo daftar aja susah,0,1
sampah buka aja gak bisa,0,1
maaf saya donload apl ini udah ber xx tapi knpa ga bisa buka bleng hitam di layar hp saya semua ijin udh saya reset tapi ttp aja bleng minta masukanya,0,1
aplikasi lumayan bantu tetapi apakah hanya satu account orang rw saja apa bisa rt akses username yg beda misal username rt nya haturnuhun,1,1
sering restart ulang ponsel nya sekarang pun tidak bisa scroll ke bawah ruang notofikasi,0,1
saya sebenernya mau adu lewat sapawarga tentang bansos yang harus di terima tapi tidak pernah nerima padahal di cek di nomor nik ada 6 tp yg di trima baru 3 mana yang 3 lagi apa makan pegawai nya,0,1
bagus wdg coba komunikasi cepat akurat dan janji buat sama,1,0
sapawarga satu update info usul giat lingkung sosial dll mantap tp tolong servernya biar lebih quick respon soal kalo input suka loading dan kembali beranda atau error,1,1
sangat bantu denga aplikasi sapa warga ini hanya saja loading mas kurang lancar apalagi malam hari trms,1,1
saya bingung aplikasi yg di buat husus untuk rw ko server nya burung ga ngerespon terus tolong dong d baik,0,1
dengan ada sapawarga jadi komunikasi asa dekat warga yg belum verifikasi bisa masuk,1,0
mudah2an bisa manfaat ya aplikasi yang bisa buat akun di app ini hanya rw urus rw,1,0
tolong di baik server sering error padahal udah pake wifi terima kasih,0,1
awal bagus pas kesini nya server putus padahal jaring bagus bagai mana solusi nya,0,1
pertama download aplikasi langsung dsuruh masuk akun padahal bom punya akun ga ada pilih buat daftar akun gimana mau masuk aplikasi kalau gin cara,0,1
cara daftar gimana udh isi nama mulai lewat wa gmail tapi kenapa belum ada balas hampir 1jam lebih nungguin tidak ada balesan,0,1
cukup bantu tp masih banyak yang harus saya ajar lagi dari aplikasi sapa warga tentang apa arti dari aplikasi sapa warga dan berapa penting tentang aplikasi ini untuk desa,1,1
semenjak ada aplikasi bagai sapa warga saya jadi mudah komunikasi dg sama ketua rw se jawa barat serta jadi mudah utk data warga utk dapat bantu dari propinsi serta jadi mudah utk sampai segala giat aspirasi keluh serta bantu perintah utk sampai data covid19 yg aqurat terima kasih sapa warga yg telah beri banyak mudah banyak bantu serta mudah warga kami utk bayar pajak kendara serta balik nama dll,1,0
sapawarga nyata bukan aplikasi untuk sampai suara warga lain kali buat aplikasi tempat keluh kesah warga karna banyak rt rw yg kerja nya tidak transparan apa apa segala uang dapat uang bansos pun harus di potong klau ngga potong yg dapet nya itu2 aja orang2 dekat nya saja,0,1
sangat bantu sekali kepada giat yang saya kerja dengan ada aplikasi ini namun sayang servernya masih lelet maka saya kasih 3 star,1,1
bagus namun ketika buka beberapa halaman aplikasi lain pada hp untuk kembali buka halaman ini langsung kembali ke halaman utama tidak st by di halaman akhir ketika buka,1,1
sampurasun bp gubernur sangat bantu utk warga jabar dalam kondisi sekarang ini yg lagi serba sulit karna dampak covid 19 htr nuhun,1,0
moga depan lebih sempurna mudah operasi dan bantu jembatan bagai soal warga,0,1
dengan ada aplikasi sapawarga saya sangat terima kasih karena sangat bantu dapat informasi aktual,1,0
mudah untuk dapat informasi komunikasi n mudah mudah dapat beri solusi thd masalah umum wsrga,1,0
sangat bantu untuk tahu sebar kait berita covid-19 informasi yang lain,1,0
mantap kembang komunikasi buat para rw lebih mudah,1,0
komen gk pernah ada tanggap yg beneranlah bikin aplikasi gak kuat bayar admin apa,0,1
terus tingkat ya aplikasi biar semua data rw terinput dan tambhkan item untuk komunikasi nya agar para rw bisa saling koordinasi baik camat maupun antar kabupaten,0,1
sangat di sayang hanya bisa akses oleh aparat tempat karena banyak sekali bantu yang tidak tepat sasar,0,1
buat lg satu aplikasi yg bisa beri nilai untuk rw yg selalu proaktif untuk warga soal rw banyak yg kurang amanah,0,1
aplikasi mudah di akses proses cepat info selalu update,1,0
sangat bantu untuk megembangkan tahu dan wawas untuk batu warga,1,0
hubung dengan padat lalu lintas saat ini di kota bandung kami lihat nya tidak ada personil tugas polisi lalulintas baik itu di tempat2 yang padat maupun pada jalan jalan empat utama pada waktu pagi hari tanya mana gerangan para personil ini di tempat,0,1
bagus informasi bisa cepet dan saran dan aju bisa lebih mudah,1,0
hp saya di install ulang sapawarga nya ke hapus bagaimana cara dapat password nya saya wa ngga ada yg jawab mohon arah,0,1
bagus tingkat lagi jaring server nya biar lebih cepat akses nya,1,1
aplikasi hanya untuk ketua rw sedang bantu hanya yg deket sama rt rw aja yang pasti dapat bantu dan yang lain gak dapat kenapa tidak per kk saja jatah dapat bantu tanpa harus ketua rw yg daftarin pilih pilih kalau rt rw mah,0,1
sangat baik jd banyak bahan studi banding yg bs terap wilayah sendiri,1,0
paling tidak sudah mudah cari informasi dan tau banyak tentang daerah jawa barat baik dari sisi lingkung sosial dan bangun,1,0
tidak ada daftar langsung login langsung uninstall unfaedah,0,1
untuk zaman sekarang agt22 msh terlalu jadul kalo hanya untuk rw saja mah knapa tidak umum sj supaya bisa akses lbih bnyk org sya agak kecewa karna yg di daerah bantul ajh udh bisa di dw orang bkn rw sj atuh prcuma klo msh hrus nyusahin org lain mah dmn efisiensi nya klo gitu depan untuk pikir kembali karena ini tdk signifikan mudah masyarakat yg ada nnti disalahgunakan sm oknum tentu,0,1
senang syukur dg ada aplikasi ini sy bisa dapat informasi serta tambah tahu baru dari para urus lingkung,1,0
kenapa tiap ingin tambah calon terima itu selalu server tidak merespo itu kenapa ya,0,1
masih sayang tidak bisa upload video ke aplikasi tidak bisa sampai aju dan adu,0,1
maaf kami beri bintang 3 karena servernya sering error tidak merespon,0,1
cukup bantu mohon jangan hanya rw tapi untuk rt pun di beri aplikasi minimal sama seperti rw,1,1
good bagus sekali saya senang dengan aplikasi ini bisa komunikasi dgn para ketua rw se jabar dan juga informasi kena giat gubernur jawa barat yang sangat inovatif dan selalu thinking out the box salam ti desa pagerageung tasikmalaya,1,0
bantu informasi dan tranfaransi data aplikasi yg bagus dan sangat baik,1,0
lumayan baik dan lebih di tingkat atau tambah lagi fitur2 nya,1,1
baru download udh suruh login pdhl ga ada menu daftar ga jelas nih aplikasi,0,1
kira aplikasi yg buat bisa warga nya yg hubung langsung tau untuk giat rw aja sangat sayang padahal warga biasa jg ingin tau yg buka apalagi rt dan rw nya yg kurang aktif dlm sampai berita atau selalu miskomunikasi,0,1
sering update sendiri username ma pasword sering hilang ngk bisa lgsng login,0,1
