peraturan1,peraturan2,sumber1,sumber2,similaritas,peraturan1_sebelum_diolah,peraturan2_sebelum_diolah
dalam ada darurat dan perintah dapat laku tari pinjam siaga asal dari kreditur bilateral dan multilateral bagai alternatif sumber biaya dalam hal kondisi pasar tidak dukung terbit sbn,kip dapat laku ubah ter hadap pkip laksana di tetap oleh di direktur jenderal atas nama menteri,uu-27-2014-2.pdf,permen-53-2020-5.pdf,netral,"Dalam keadaan darurat, Pemerintah dapat melakukan
penarikan pinjaman siaga yang berasal dari kreditur
bilateral dan multilateral sebagai alternatif sumber
pembiayaan dalam hal kondisi pasar tidak mendukung
penerbitan SBN.","KIP dapat melakukan perubahan terhadap PKIP yang
pelaksanaannya ditetapkan oleh Direktur Jenderal
atas nama Menteri.
"
tentu lebih lanjut kena tata cara batal porsi dan di maksud pada ayat 2 dan ayat 3 dan dan ayat 4 di atur dengan atur menteri,rincian lebih lanjut kena tata cara batal porsi dan sesuai dengan ayat 2 dan ayat 3 dan dan ayat 4 di atur oleh atur menteri,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,selaras,"Ketentuan lebih lanjut mengenai tata cara pembatalan porsi, sebagaimana dimaksud pada ayat (2), ayat (3), dan ayat (4), diatur dengan Peraturan Menteri.","Rincian lebih lanjut mengenai tata cara pembatalan porsi, sesuai dengan ayat (2), ayat (3), dan ayat (4), diatur oleh Peraturan Menteri."
staf ahli bidang ekonomi dan uang punya tugas beri telaah kena masalah ekonomi dan uang,subbagian evaluasi program punya tugas laku siap bahan evaluasi atas laksana program kelola lingkung hidup,perpres-176-2000-4.pdf,permen-9-2001-5.pdf,netral,"Staf Ahli Bidang Ekonomi dan Keuangan mempunyai tugas memberikan
telaahan mengenai masalah ekonomi dan keuangan.","Subbagian Evaluasi Program mempunyai tugas melakukan penyiapan bahan evaluasi atas pelaksanaan
program pengelolaan lingkungan hidup."
alat angkut lalu lintas jalan kendara motor seperti di maksud dalam pasal 1 undang undang lalu lintas dan kereta api,alat angkut lalu lintas jalan kendara motor seperti di maksud dalam pasal 1 undang undang lalu lintas,uu-34-1964-2.pdf,uu-34-1964-2.pdf,kontradiksi,"""Alat angkutan lalu-lintas jalan"" ialah kendaraan bermotor seperti
dimaksud dalam pasal 1 Undang-undang Lalu-Lintas dan kereta api.","""Alat angkutan lalu-lintas jalan"" ialah kendaraan bermotor seperti
dimaksud dalam pasal 1 Undang-undang Lalu-Lintas."
selisih antara anggar dapat daerah dan anggar belanja daerah dapat akibat ter jadi surplus atau defisit anggar,selisih antara anggar belanja daerah dan anggar dapat daerah dapat akibat ter jadi surplus atau defisit anggar,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Selisih antara Anggaran Pendapatan Daerah dan
Anggaran Belanja Daerah dapat mengakibatkan
terjadinya surplus atau defisit anggaran.","Selisih antara 
Anggaran Belanja Daerah dan Anggaran Pendapatan Daerah 
dapat mengakibatkan
terjadinya surplus atau defisit anggaran."
guna dana cadang di anggar pada kelompok biaya dan jenis terima daerah dan obyek transfer dari dana cadang dan bagi dan kelompok dan dan jenis belanja modal,guna dana cadang di anggar pada jenis terima daerah dan kelompok biaya dan obyek transfer dari dana cadang dan bagi dan kelompok dan dan jenis belanja modal,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Penggunaan Dana Cadangan dianggarkan pada:
a. Kelompok Pembiayaan, Jenis Penerimaan
Daerah, Obyek Transfer dari Dana Cadangan,
b. Bagian, Kelompok, dan Jenis Belanja Modal.","Penggunaan Dana Cadangan dianggarkan pada:
a. Jenis Penerimaan
Daerah, Kelompok Pembiayaan,  Obyek Transfer dari Dana Cadangan,
b. Bagian, Kelompok, dan Jenis Belanja Modal."
subbidang manfaat ekosistem pesisir punya tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak manfaat ekosistem pesisir ter kait dengan konversi lahan dan pariwisata dan tani dan labuh dan mukim dan industri dan tambang,subbidang keanekaragaman hayati punya tugas laku siap bahan koordinasi dan telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak manfaat ekosistem pesisir ter kait dengan konversi lahan dan pariwisata dan tani dan labuh dan mukim dan industri dan tambang,permen-9-2001-5.pdf,permen-9-2001-5.pdf,kontradiksi,"Subbidang Pemanfaatan Ekosistem Pesisir mempunyai tugas melakukan penyiapan bahan koordinasi,
telaah staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pemanfaatan
Ekosistem Pesisir yang terkait dengan konversi lahan, kepariwisataan, pertanian, pelabuhan, pemukiman,
industri dan pertambangan.","Subbidang Keanekaragaman Hayati mempunyai tugas melakukan penyiapan bahan koordinasi,
telaah staf, pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pemanfaatan
Ekosistem Pesisir yang terkait dengan konversi lahan, kepariwisataan, pertanian, pelabuhan, pemukiman,
industri dan pertambangan."
serta di beri nomor identitas serta di tetap dan di kelola oleh bp tapera,serta di beri nomor identitas serta di tetap dan di kelola oleh bp tapera,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Peserta diberikan nomor identitas kepesertaan yang ditetapkan dan dikelola oleh BP Tapera.,Peserta diberikan nomor identitas kepesertaan yang ditetapkan dan dikelola oleh BP Tapera.
tiap pimpin satu organisasi wajib ikut dan patuh tunjuk dan tanggung jawab kepada atas masing masing dan sampai lapor kala tepat pada waktu,tiap pimpin satu organisasi wajib ikut dan patuh tunjuk dan tanggung jawab kepada bawah masing masing dan sampai lapor kala tepat pada waktu,permen-9-2001-5.pdf,permen-9-2001-5.pdf,kontradiksi,"Setiap pimpinan satuan organisasi wajib mengikuti dan mematuhi petunjuk dan bertanggung jawab kepada
atasan masing-masing dan menyampaikan laporan berkala tepat pada waktunya.","Setiap pimpinan satuan organisasi wajib mengikuti dan mematuhi petunjuk dan bertanggung jawab kepada
bawahan masing-masing dan menyampaikan laporan berkala tepat pada waktunya."
informasi di kecuali informasi tidak dapat di akses oleh publik di atur dalam atur undang undang di bidang buka informasi publik,informasi di kecuali informasi tidak dapat di akses oleh publik,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,"Informasi yang Dikecualikan adalah informasi yang tidak
dapat diakses oleh publik sebagaimana diatur dalam
peraturan perundang-undangan di bidang keterbukaan
informasi publik.","Informasi yang Dikecualikan adalah informasi yang tidak
dapat diakses oleh publik."
warga negara indonesia atau warga negara asing atau badan hukum indonesia atau atau badan hukum asing dapat milik atau beli saham bank umum syariah cara langsung atau lalu bursa efek,warga negara indonesia atau warga negara asing atau badan hukum indonesia atau atau badan hukum asing dapat milik atau beli saham bank umum syariah cara tidak langsung atau lalu bursa efek,uu-21-2008-2.pdf,uu-21-2008-2.pdf,kontradiksi,"Warga negara Indonesia, warga negara asing, badan hukum
Indonesia, atau badan hukum asing dapat memiliki atau
membeli saham Bank Umum Syariah secara langsung atau
melalui bursa efek.","Warga negara Indonesia, warga negara asing, badan hukum
Indonesia, atau badan hukum asing dapat memiliki atau
membeli saham Bank Umum Syariah secara tidak langsung atau
melalui bursa efek."
dalam hal harga beli agun di maksud pada ayat 1 lebih jumlah wajib nasabah kepada bank syariah dan uus dan selisih lebih jumlah ter sebut harus di kembali kepada nasabah telah di rang dengan biaya lelang dan biaya lain langsung ter kait dengan proses beli agun,dalam hal harga beli agun di maksud pada ayat 1 lebih jumlah wajib nasabah kepada bank syariah dan uus selisih lebih jumlah ter sebut harus di kembali kepada nasabah telah di rang dengan biaya lain langsung ter kait dengan proses beli agun,uu-21-2008-2.pdf,uu-21-2008-2.pdf,kontradiksi,"Dalam hal harga pembelian Agunan sebagaimana dimaksud
pada ayat (1) melebihi jumlah kewajiban Nasabah kepada
Bank Syariah dan UUS, selisih kelebihan jumlah tersebut
harus dikembalikan kepada Nasabah setelah dikurangi
dengan biaya lelang dan biaya lain yang langsung terkait
dengan proses pembelian Agunan.","Dalam hal harga pembelian Agunan sebagaimana dimaksud
pada ayat (1) melebihi jumlah kewajiban Nasabah kepada
Bank Syariah dan UUS, selisih kelebihan jumlah tersebut
harus dikembalikan kepada Nasabah setelah dikurangi
dengan biaya lain yang langsung terkait
dengan proses pembelian Agunan."
selain wajib di maksud pada ayat 1 dan beri kerja wajib lanjut serta dari kerja baru di terima belum telah jadi serta dengan lapor nomor identitas serta dan bayar simpan tapera ter hitung sejak ter jadi hubung kerja,tentu lebih lanjut kena status serta tapera non aktif dan aktif kembali serta tapera di maksud pada ayat 1 dan ayat 2 dan dan ayat 3 di atur dengan atur bp tapera,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,"Selain berkewajiban sebagaimana dimaksud pada ayat (1), Pemberi Kerja wajib melanjutkan kepesertaan dari Pekerja yang baru diterima yang sebelumnya telah menjadi Peserta dengan melaporkan nomor identitas kepesertaan dan membayar Simpanan Tapera terhitung sejak terjadinya hubungan kerja.","Ketentuan lebih lanjut mengenai status kepesertaan Tapera nonaktif dan pengaktifan kembali kepesertaan Tapera sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3) diatur dengan Peraturan BP Tapera."
perintah daerah dapat prioritas beri insentif dan atau beri mudah untuk jenis usaha ter tentu atau giat ter tentu,keluar giat untuk maslahat umat islam di maksud dalam pasal 19 huruf g dana asal dari nilai manfaat dau,pp-8-2007-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Pemerintah Daerah dapat memprioritaskan pemberian Insentif dan/atau Pemberian Kemudahan untuk jenis usaha tertentu atau kegiatan tertentu.,"Pengeluaran kegiatan untuk kemaslahatan umat Islam, sebagaimana dimaksud dalam Pasal 19 huruf g, pendanaannya berasal dari nilai manfaat DAU."
belanja daerah semua keluar kas daerah dalam periode tahun anggar ter tentu jadi beban daerah,belanja daerah seluruh keluar kas daerah dalam periode tahun anggar ter tentu jadi beban daerah,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Belanja Daerah adalah semua pengeluaran Kas
Daerah dalam periode Tahun Anggaran tertentu yang
menjadi beban Daerah.","Belanja Daerah adalah seluruh pengeluaran Kas
Daerah dalam periode Tahun Anggaran tertentu yang
menjadi beban Daerah."
untuk oleh yakin di maksud pada ayat 1 dan bank syariah dan atau uus wajib laku nilai saksama ter hadap watak dan mampu dan modal dan agun dan dan prospek usaha dari calon nasabah terima fasilitas,subbidang ancang regional punya tugas laku ancang dan rumus konsep hukum lingkung regional,uu-21-2008-2.pdf,permen-9-2001-5.pdf,netral,"Untuk memperoleh keyakinan sebagaimana dimaksud pada
ayat (1), Bank Syariah dan/atau UUS wajib melakukan
penilaian yang saksama terhadap watak, kemampuan,
modal, Agunan, dan prospek usaha dari calon Nasabah
Penerima Fasilitas.","Subbidang Perancangan regional mempunyai tugas melakukan perancangan dan merumuskan konsep
hukum lingkungan regional."
dalam hal nasabah simpan atau nasabah investor telah tinggal dunia atau ahli waris sah dari nasabah simpan atau nasabah investor sangkut milik hak oleh terang kena simpan nasabah simpan atau nasabah investor ter sebut,naskah sepakat kerja sama luar negeri di buat dalam bahasa indonesia bahasa inggris dan atau bahasa lain di pakat,uu-21-2008-2.pdf,permen-2-2021-5.pdf,netral,"Dalam hal Nasabah Penyimpan atau Nasabah Investor telah
meninggal dunia, ahli waris yang sah dari Nasabah Penyimpan
atau Nasabah Investor yang bersangkutan berhak memperoleh
keterangan mengenai Simpanan Nasabah Penyimpan atau
Nasabah Investor tersebut.","Naskah Kesepakatan Kerja Sama Luar Negeri dibuat dalam
bahasa Indonesia, bahasa Inggris, dan/atau bahasa lain
yang disepakati."
tentu lebih lanjut kena tugas untuk pasti patuh bank syariah ter hadap laksana tentu bank indonesia dan atur undang undang lain di maksud pada ayat 1 di atur dengan atur bank indonesia,menteri dapat perintah kuasa bun pusat untuk laku setor dari ribun ke kas umum negara atas seluruh atau bagi dana investasi perintah dan atau hasil investasi,uu-21-2008-2.pdf,permen-53-2020-5.pdf,netral,"Ketentuan lebih lanjut mengenai tugas untuk memastikan
kepatuhan Bank Syariah terhadap pelaksanaan ketentuan
Bank Indonesia dan peraturan perundang-undangan lainnya
sebagaimana dimaksud pada ayat (1) diatur dengan
Peraturan Bank Indonesia.","Menteri dapat memerintahkan Kuasa BUN Pusat
untuk melakukan penyetoran dari RIBUN ke kas
umum negara atas seluruh atau sebagian:
a. dana Investasi Pemerintah; dan/atau
b. hasil investasi."
klasifikasi aman arsip di dinamis pada tingkat ter batas di maksud dalam pasal 3 huruf b di dasar timbang apabila di tahu oleh publik tidak milik hak dapat akibat ter ganggu laksana tugas dan fungsi satu organisasi,rahasia klasifikasi informasi dari arsip apabila di tahu oleh pihak tidak milik hak dapat akibat ter ganggu fungsi selenggara negara sumber daya nasional dan atau tertib umum,permen-1-2022-5.pdf,permen-1-2022-5.pdf,netral,"Klasifikasi Keamanan Arsip Dinamis pada tingkat Terbatas
sebagaimana dimaksud dalam Pasal 3 huruf b didasarkan
pertimbangan apabila diketahui oleh Publik yang tidak
berhak dapat mengakibatkan terganggunya pelaksanaan
tugas dan fungsi satuan organisasi.","Rahasia adalah klasifikasi informasi dari Arsip yang apabila
diketahui oleh pihak yang tidak berhak dapat
mengakibatkan terganggunya fungsi penyelenggaraan
negara, sumber daya nasional dan/atau ketertiban umum."
bidang ekosistem pesisir punya tugas laksana koordinasi dan susun telaah staf dan kaji dan evaluasi serta susun rancang rumus bijak kena kelola ekosistem pesisir,bidang ekosistem pesisir punya tugas laksana koordinasi dan dan susun telaah staf,permen-9-2001-5.pdf,permen-9-2001-5.pdf,kontradiksi,"Bidang Ekosistem Pesisir mempunyai tugas melaksanakan koordinasi, penyusunan telaah staf, pengkajian dan
evaluasi serta penyusunan rancangan rumusan kebijakan mengenai pengelolaan ekosistem pesisir.","Bidang Ekosistem Pesisir mempunyai tugas melaksanakan koordinasi, dan penyusunan telaah staf"
investasi langsung pada bidang lain di tetap oleh menteri uang,laksana di maksud dalam pasal 2 ayat 1 liput terima dan keluar dan dan kaya,pp-1-2008-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Investasi Langsung pada bidang lainnya ditetapkan oleh Menteri Keuangan.,Pelaksanaan sebagaimana dimaksud dalam Pasal 2 ayat (1) meliputi: a. penerimaan; b. pengeluaran; dan c. kekayaan.
tentu lebih lanjut kena susun anggota dan tata kerja dan dan mekanisme tim laksana di maksud dalam pasal 9 dan sekretariat di maksud dalam pasal 11 di tetap oleh menteri rencana bangun nasional kepala badan rencana bangun nasional,tentu lebih lanjut kena susun anggota dan tata kerja dan dan mekanisme tim laksana di maksud dalam pasal 9 dan sekretariat di maksud dalam pasal 11 di tetap oleh menteri ekonomi,perpres-20-2020-4.pdf,perpres-20-2020-4.pdf,kontradiksi,"Ketentuan lebih lanjut mengenai susunan keanggotaan,
tata kerja, dan mekanisme Tim Pelaksana sebagaimana
dimaksud dalam Pasal 9 dan Sekretariat sebagaimana
dimaksud dalam Pasal 11 ditetapkan oleh Menteri
Perencanaan Pembangunan Nasional/Kepala Badan
Perencanaan Pembangunan Nasional.","Ketentuan lebih lanjut mengenai susunan keanggotaan,
tata kerja, dan mekanisme Tim Pelaksana sebagaimana
dimaksud dalam Pasal 9 dan Sekretariat sebagaimana
dimaksud dalam Pasal 11 ditetapkan oleh Menteri
Perekonomian."
tentu lebih lanjut kena guna program menteri negara lembaga bagai dasar terbit sbsn di maksud pada ayat 1 di atur dengan atur menteri uang,subbagian kembang pegawai punya tugas laku urus rencana dan siap bahan susun rencana dan laksana didik dan latih jenjang dan teknis fungsional dan urus sejahtera dan urus di disiplin dan siap naskah hukum di disiplin,uu-27-2014-2.pdf,permen-9-2001-5.pdf,netral,"Ketentuan lebih lanjut mengenai penggunaan program
Kementerian Negara/Lembaga sebagai dasar penerbitan
SBSN sebagaimana dimaksud pada ayat (1) diatur dengan
Peraturan Menteri Keuangan.","Subbagian Pengembangan Pegawai mempunyai tugas melakukan urusan perencanaan dan penyiapan
bahan penyusunan rencana dan pelaksanaan pendidikan dan pelatihan penjenjangan, teknis/fungsional,
urusan kesejahteraan, urusan disiplin dan penyiapan naskah hukuman disiplin."
hasil kembang aset bp tapera di maksud pada ayat 1 huruf b rupa hasil kelola atas modal awal bp tapera untuk penuh butuh biaya giat operasional atau untuk giat investasi bp tapera,perintah daerah gubernur dan bupati dan atau walikota dan dan perangkat daerah bagai unsur selenggara perintah daerah,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,Hasil pengembangan aset BP Tapera sebagaimana dimaksud pada ayat (1) huruf b merupakan hasil pengelolaan atas modal awal BP Tapera untuk memenuhi kebutuhan biaya kegiatan operasional atau untuk kegiatan investasi BP Tapera.,"Pemerintah Daerah adalah Gubernur, Bupati, atau Walikota, dan perangkat daerah sebagai unsur penyelenggara pemerintahan daerah."
biro umum bawah bagi pegawai bagi administrasi bagi uang bagi rumah tangga,biro umum bawah bagi administrasi bagi rumah tangga bagi uang bagi pegawai,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Biro Umum membawahkan:
Bagian Kepegawaian;
Bagian Administrasi;
Bagian Keuangan;
Bagian Rumah Tangga.","Biro Umum membawahkan:
Bagian Administrasi;
Bagian Rumah Tangga.
Bagian Keuangan;
Bagian Kepegawaian;"
tentu lebih lanjut kena manajemen risiko di maksud pada ayat 70 di atur dengan atur menteri uang,besar keluar selenggara ibadah haji di maksud pada ayat 1 di tetap oleh perintah pusat telah dapat tuju dewan wakil rakyat,pp-1-2008-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,Ketentuan lebih lanjut mengenai manajemen risiko sebagaimana dimaksud pada ayat (70) diatur dengan Peraturan Menteri Keuangan.,Besaran pengeluaran Penyelenggaraan Ibadah Haji sebagaimana dimaksud pada ayat (1) ditetapkan oleh pemerintah pusat setelah mendapat persetujuan Dewan Perwakilan Rakyat.
untuk pertama kali selenggara tata usaha bank di laku oleh bank indonesia,lambat lambat satu hari kerja telah tahun anggar akhir dan bendahara umum daerah laku hitung kas dan di tuang dalam berita acara,perpu-21-1960-2.pdf,permen-29-2002-5.pdf,netral,"Untuk pertama kali penyelenggaraan tata-usaha Bank dilakukan
oleh Bank Indonesia.","Selambat-lambatnya satu hari kerja setelah Tahun
Anggaran berakhir, Bendahara Umum Daerah
melakukan penghitungan kas dan dituangkan dalam
Berita Acara."
masing masing bagi belanja di maksud pada ayat 4 di dirinci turut kelompok belanja liput belanja administrasi umum dan belanja operasi dan pelihara serta belanja modal,masing masing bagi belanja di maksud pada ayat 4 di dirinci turut kelompok belanja liput belanja administrasi umum dan dan pelihara serta belanja modal,permen-29-2002-5.pdf,permen-29-2002-5.pdf,kontradiksi,"Masing-masing bagian belanja sebagaimana
dimaksud pada Ayat
(4) dirinci menurut Kelompok Belanja yang meliputi
Belanja Administrasi Umum, Belanja Operasi dan
Pemeliharaan serta Belanja Modal.","Masing-masing bagian belanja sebagaimana
dimaksud pada Ayat
(4) dirinci menurut Kelompok Belanja yang meliputi
Belanja Administrasi Umum, dan
Pemeliharaan serta Belanja Modal."
sanksi publikasi ketidakpatuhan beri kerja di kena telah izin dari otoritas jasa uang untuk lembaga jasa uang dan otoritas wenang lain untuk bukan lembaga jasa uang sesuai dengan tentu atur undang undang,optimalisasi tingkat selesai piutang negara di maksud pada ayat 16 di laku dengan cara restrukturisasi utang antara lain jadwal kembali bayar utang pokok bunga denda dan atau ongkos ongkos lain ubah syarat utang dan atau hapus,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,"Sanksi memublikasikan ketidakpatuhan Pemberi Kerja dikenakan setelah izin dari Otoritas Jasa Keuangan untuk lembaga jasa keuangan dan otoritas berwenang lainnya untuk bukan lembaga jasa keuangan, sesuai dengan ketentuan peraturan perundang-undangan.","Optimalisasi tingkat penyelesaian Piutang Negara sebagaimana dimaksud pada ayat (16), dilakukan dengan cara restrukturisasi utang, antara lain: a. penjadwalan kembali pembayaran utang pokok, bunga, denda, dan/atau ongkos-ongkos lainnya; b. perubahan persyaratan utang; dan/atau c. penghapusan."
dukung perintah di maksud pada ayat 1 dan di laku dengan timbang dampak tunda henti implementasi proyek dan ter jadi tingkat biaya proyek dan dan pulih kembali investasi,beri insentif dan atau beri mudah dapat di tinjau kembali apabila dasar evaluasi tidak lagi penuh kriteria di maksud dalam pasal 4 atau tentang dengan tentu atur undang undang,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,"Dukungan pemerintah sebagaimana dimaksud pada ayat (1), dilakukan dengan mempertimbangkan: a. dampak penundaan/penghentian implementasi proyek; b. terjadinya peningkatan biaya proyek; dan c. pemulihan/pengembalian investasi.",Pemberian Insentif dan/atau Pemberian Kemudahan dapat ditinjau kembali apabila berdasarkan evaluasi tidak lagi memenuhi kriteria sebagaimana dimaksud dalam Pasal 4 atau bertentangan dengan ketentuan peraturan perundang-undangan.
dana fasilitas likuiditas biaya rumah di maksud pada ayat 1 ter masuk dana fasilitas likuiditas biaya rumah di kelola badan layan umum laksana fungsi biaya rumah dan piutang fasilitas likuiditas biaya rumah telah di terima oleh masyarakat,dana fasilitas likuiditas biaya rumah di maksud pada ayat 1 ter masuk dana fasilitas likuiditas biaya rumah di kelola badan layan umum laksana fungsi biaya rumah dan piutang fasilitas likuiditas biaya rumah telah di terima oleh masyarakat,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Dana Fasilitas Likuiditas Pembiayaan Perumahan sebagaimana dimaksud pada ayat (1) termasuk dana Fasilitas Likuiditas Pembiayaan Perumahan yang dikelola badan layanan umum yang melaksanakan fungsi pembiayaan perumahan dan piutang Fasilitas Likuiditas Pembiayaan Perumahan yang telah diterima oleh masyarakat.,Dana Fasilitas Likuiditas Pembiayaan Perumahan sebagaimana dimaksud pada ayat (1) termasuk dana Fasilitas Likuiditas Pembiayaan Perumahan yang dikelola badan layanan umum yang melaksanakan fungsi pembiayaan perumahan dan piutang Fasilitas Likuiditas Pembiayaan Perumahan yang telah diterima oleh masyarakat.
laksana investasi perintah lalu beli surat utang dapat di laksana atas surat utang di terbit usaha dan perintah dan dan negara lain,laksana investasi perintah lalu beli surat utang dapat di laksana dengan oleh surat utang di terbit oleh usaha dan perintah dan dan negara lain,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,selaras,"Pelaksanaan investasi pemerintah melalui pembelian surat utang dapat dilaksanakan atas surat utang yang diterbitkan perusahaan, pemerintah, dan negara lain.","Pelaksanaan investasi pemerintah melalui pembelian surat utang dapat dilaksanakan dengan memperoleh surat utang yang diterbitkan oleh perusahaan, pemerintah, dan negara lain."
hak akses arsip di dinamis untuk publik ter hadap kasifikasi aman arsip di dinamis pada tingkat biasa di maksud dalam pasal 3 huruf a sifat ter buka,hak publik ter hadap akses arsip di dinamis dan tingkat aman biasa di jelas dalam pasal 3 huruf a transparan,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,"Hak akses Arsip Dinamis untuk Publik terhadap Kasifikasi
Keamanan Arsip Dinamis pada tingkat Biasa sebagaimana
dimaksud dalam Pasal 3 huruf a bersifat terbuka.",Hak publik terhadap akses Arsip Dinamis dan tingkat keamanan Biasa sebagaimana dijelaskan dalam Pasal 3 huruf a adalah transparan.
uus di larang laku giat usaha tentang dengan prinsip syariah dan laku giat jual beli saham cara langsung di pasar modal dan laku serta modal dan kecuali di maksud dalam pasal 20 ayat 2 huruf c dan dan laku giat usaha asuransi kecuali bagai agen pasar produk asuransi syariah,dalam laksana investasi perintah di maksud pada ayat 1 oip sampai lapor laksana investasi perintah kepada blu di maksud pada ayat 2,uu-21-2008-2.pdf,permen-53-2020-5.pdf,netral,"UUS dilarang:
a. melakukan kegiatan usaha yang bertentangan dengan
Prinsip Syariah;
b. melakukan kegiatan jual beli saham secara langsung di
pasar modal;
c. melakukan penyertaan modal, kecuali sebagaimana
dimaksud dalam Pasal 20 ayat (2) huruf c; dan
d. melakukan kegiatan usaha perasuransian, kecuali
sebagai agen pemasaran produk asuransi syariah.","Dalam melaksanakan Investasi Pemerintah
sebagaimana dimaksud pada ayat (1), OIP
menyampaikan laporan pelaksanaan Investasi
Pemerintah kepada BLU sebagaimana dimaksud pada
ayat (2)."
sekretariat satgas investasi di pimpin oleh kepala sekretariat ada pada unit kerja di sekretariat menteri investasi badan koordinasi tanam modal,sekretariat satgas investasi pimpin kepala sekretariat ada pada unit kerja di sekretariat menteri investasi badan koordinasi tanam modal,perpres-11-2021-4.pdf,perpres-11-2021-4.pdf,kontradiksi,"Sekretariat Satgas Investasi dipimpin oleh Kepala
Sekretariat yang berada pada unit kerja di Sekretariat
Kementerian Investasi Badan Koordinasi Penanaman
Modal.","Sekretariat Satgas Investasi memimpin Kepala
Sekretariat yang berada pada unit kerja di Sekretariat
Kementerian Investasi Badan Koordinasi Penanaman
Modal."
atur menteri uang bagai laksana dari atur perintah ini harus di selesai paling lambat 12 dua belas bulan ter hitung sejak atur perintah ini di undang,atur menteri uang bagai laksana dari atur perintah ini harus di selesai paling lambat dalam 12 dua belas bulan ter hitung sejak atur perintah ini di undang,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,selaras,Peraturan Menteri Keuangan sebagai pelaksanaan dari Peraturan Pemerintah ini harus diselesaikan paling lambat 12 (dua belas) bulan terhitung sejak Peraturan Pemerintah ini diundangkan.,Peraturan Menteri Keuangan sebagai pelaksanaan dari Peraturan Pemerintah ini harus diselesaikan paling lambat dalam 12 (dua belas) bulan terhitung sejak Peraturan Pemerintah ini diundangkan.
untuk selenggara wenang operasional di maksud dalam pasal 13 ayat 4 menteri uang bentuk badan investasi perintah,peringkat layak investasi atau tara di maksud pada ayat 2 di terbit oleh usaha peringkat efek telah oleh izin dari lembaga awas di bidang pasar modal,pp-8-2007-3.pdf - Google Drive,pp-8-2007-3.pdf - Google Drive,netral,"Untuk menyelenggarakan kewenangan operasional sebagaimana dimaksud dalam Pasal 13 ayat (4), Menteri Keuangan membentuk badan investasi pemerintah.",Peringkat layak investasi atau yang setara sebagaimana dimaksud pada ayat (2) diterbitkan oleh perusahaan pemeringkat efek yang telah memperoleh izin dari lembaga pengawas di bidang pasar modal.
jumlah pinjam jatuh tempo pada tahun kena di anggar pada kelompok biaya jenis keluar daerah obyek bayar pokok pinjam,jumlah pinjam jatuh tempo pada tahun kena di anggar pada kelompok biaya obyek bayar pokok pinjam,permen-29-2002-5.pdf,permen-29-2002-5.pdf,kontradiksi,"Jumlah pinjaman yang jatuh tempo pada tahun
berkenaan dianggarkan pada Kelompok Pembiayaan,
Jenis Pengeluaran Daerah, Obyek Pembayaran Pokok
Pinjaman.","Jumlah pinjaman yang jatuh tempo pada tahun
berkenaan dianggarkan pada Kelompok Pembiayaan,
Obyek Pembayaran Pokok
Pinjaman."
setmeneg unsur bantu meneg lh ada di bawah dan tanggung jawab kepada menteri,setmeneg unsur bantu meneg lh tanggung jawab kepada menteri,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Setmeneg adalah unsur pembantu Meneg LH yang berada di bawah dan bertanggung jawab kepada
Menteri.","Setmeneg adalah unsur pembantu Meneg LH yang bertanggung jawab kepada
Menteri."
arsip hal hal kena dengan arsip,arsip rupa hal hal kait dengan arsip,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,Kearsipan adalah hal-hal yang berkenaan dengan arsip.,Kearsipan merupakan hal-hal yang berkaitan dengan arsip
